condition,factor,factor_role,layer,is_last_layer,control,n_repeats,std_ddof,mse_mean,mse_std,mse_n_valid,mse_replicates,r_squared_mean,r_squared_std,r_squared_n_valid,r_squared_replicates
reward_factor_1,factor_1,rewarded,layer_3,True,shuffled_training_labels,5,1,0.03538592997328239,0.00031206399049126226,5,"[0.035720532269825134,0.03552154487332201,0.03510143210552874,0.03557679620420913,0.035009344413526926]",-0.004706359337032473,0.008860376878702617,5,"[-0.014206662294707906,-0.008556848856271948,0.0033713375658249722,-0.01012558997869073,0.0059859668786832465]"
reward_factor_1,factor_1,rewarded,layer_3,True,visible_suffix_matched_activations,5,1,0.014771480495097203,1.2013966236176749e-05,5,"[0.01476813329611335,0.014769360733833663,0.014770825072805952,0.01475807242640001,0.014791010946333043]",0.5805960052073643,0.0003411103873053716,5,"[0.5806910416274211,0.5806561912085055,0.5806146144948571,0.5809766980956583,0.5800414806103794]"
reward_factor_1,factor_2,unrewarded,layer_1,False,dirichlet_labels,5,1,0.05547574886030459,0.0003083630891046015,5,"[0.05508983560716297,0.05565501567801966,0.05547987812584479,0.05587597391085988,0.05527804097963565]",-0.0012234093808891177,0.00042508138855613237,5,"[-0.0010305534200500954,-0.0017182383194747075,-0.0016070599748216896,-0.0010516239501070501,-0.0007095712399920462]"
reward_factor_1,factor_2,unrewarded,layer_1,False,gaussian_covariance_matched,5,1,0.11398277262352384,0.0001028219732849121,5,"[0.11408792857247128,0.11394190461124468,0.11409342599811936,0.11392704361428432,0.11386356032149955]",-0.0011634481703262979,0.000903132981872717,5,"[-0.002087081540709246,-0.0008044855029729625,-0.002135367974625435,-0.0006739544883500592,-0.0001163513449737863]"
reward_factor_1,factor_2,unrewarded,layer_1,False,ntp_bin_matched_activations,5,1,0.10339515433024433,0.0002898518847042163,5,"[0.10365480848587802,0.10292244449355639,0.10340451825450193,0.10360733773864947,0.10338666267863585]",0.09183250371287358,0.002545903259500596,5,"[0.08955184108463066,0.09598453299931387,0.09175025603208486,0.08996879862907936,0.0919070898192591]"
reward_factor_1,factor_2,unrewarded,layer_1,False,shuffled_training_labels,5,1,0.11388627536639893,0.0006763307049997998,5,"[0.11497149692765797,0.11320188500136959,0.11385947355076977,0.11346163749200422,0.11393688386019316]",-0.0003158680978425643,0.00594052561747676,5,"[-0.009847871358435789,0.0056954492440373095,-8.045534611778038e-05,0.0034139228939673583,-0.0007603859226639198]"
reward_factor_1,factor_2,unrewarded,layer_1,False,visible_suffix_matched_activations,5,1,0.0864361480037258,0.00010812923869077614,5,"[0.08653161560526608,0.08630549007558405,0.08649399823251448,0.08633268014687466,0.08651695595838974]",0.2407913056493654,0.0009497491503672194,5,"[0.23995276951845113,0.24193893470644445,0.24028318031429552,0.2417001117255435,0.24008153198209248]"
reward_factor_1,factor_2,unrewarded,layer_2,False,dirichlet_labels,5,1,0.05549744482383602,0.0003051825075607972,5,"[0.05509759070275295,0.05567342260303136,0.05548093085945853,0.055893798893241614,0.05534148106069564]",-0.001615216810078035,0.0003550649518658204,5,"[-0.0011714702978133928,-0.002049539142428003,-0.0016260655216147057,-0.0013709692126806505,-0.0018580398758534233]"
reward_factor_1,factor_2,unrewarded,layer_2,False,gaussian_covariance_matched,5,1,0.1140196237639782,0.00011021538352533275,5,"[0.11411543340629439,0.11397285745939141,0.11414963910473554,0.11397639860518394,0.11388379024428572]",-0.0014871287932582522,0.0009680727260082913,5,"[-0.0023286692266188957,-0.001076358694579005,-0.0026291137079224036,-0.0011074622170721415,-0.0002940401200988152]"
reward_factor_1,factor_2,unrewarded,layer_2,False,ntp_bin_matched_activations,5,1,0.10428358504701475,0.00032456975199225436,5,"[0.1041768085187424,0.10391137866990115,0.10428771423412433,0.10480268832015728,0.10423933549214862]",0.0840290055228432,0.0028508463568404996,5,"[0.08496687319151175,0.08729826640644045,0.08399273696129117,0.07946948121110864,0.08441766984386401]"
reward_factor_1,factor_2,unrewarded,layer_2,False,shuffled_training_labels,5,1,0.11388476666893092,0.0005145564144620606,5,"[0.11476564342286252,0.11364930622430978,0.11375001463841772,0.1134305116481049,0.11382835741095966]",-0.00030261650968965714,0.004519587147458762,5,"[-0.00803976474780188,0.0017655415568211819,0.0008809729434475777,0.00368731558733848,0.00019285211174635553]"
reward_factor_1,factor_2,unrewarded,layer_2,False,visible_suffix_matched_activations,5,1,0.08729250091585554,0.00010441625176240496,5,"[0.08738958242936076,0.08715272146572885,0.0873989142997264,0.08728608196392203,0.08723520442053967]",0.23326956166450669,0.0009171362676423864,5,"[0.23241684979781518,0.2344973092710192,0.23233488366119548,0.23332594229031078,0.23377282330219273]"
reward_factor_1,factor_2,unrewarded,layer_3,True,dirichlet_labels,5,1,0.055513565870594826,0.00028954884429626234,5,"[0.05514397118755867,0.05567259568259036,0.05550383677126133,0.055896755022887844,0.055350670688675926]",-0.001907365886919621,0.00027042491237949456,5,"[-0.0020142443206665472,-0.0020346556449155617,-0.002039597846339891,-0.0014239300503329222,-0.002024401572343182]"
reward_factor_1,factor_2,unrewarded,layer_3,True,gaussian_covariance_matched,5,1,0.11405285594768286,0.00012913510420679768,5,"[0.11416243269081892,0.11400099214145676,0.11421102268288272,0.11398785706517191,0.11390197515808398]",-0.001779022444046019,0.0011342533896287479,5,"[-0.0027414856959246947,-0.0013234786291218548,-0.003168274085796785,-0.0012081071746234961,-0.00045376663476326407]"
reward_factor_1,factor_2,unrewarded,layer_3,True,ntp_bin_matched_activations,5,1,0.10533350108163696,0.00023848781553289754,5,"[0.10525680894623654,0.10505509185104604,0.10528212385142208,0.1057082925947486,0.10536518816473149]",0.07480710704364497,0.0020947488664286766,5,"[0.07548072956534502,0.07725250417590701,0.07525837703625393,0.07151513971406276,0.07452878472665614]"
reward_factor_1,factor_2,unrewarded,layer_3,True,shuffled_training_labels,5,1,0.11388535602046848,0.0005805931886041508,5,"[0.11488419763349822,0.11354688498480879,0.11364976559115615,0.11346038107487275,0.11388555081800647]",-0.00030779305702173244,0.005099618699459276,5,"[-0.009081081251894885,0.0026651547083925697,0.0017615067251943728,0.003424958587157967,-0.00030950405395868685]"
reward_factor_1,factor_2,unrewarded,layer_3,True,visible_suffix_matched_activations,5,1,0.08851318438147285,0.00017257088289373423,5,"[0.08857162458085267,0.08822341114032867,0.08853621582786507,0.0886863055549152,0.08854836480340264]",0.22254773380023424,0.0015157699378162816,5,"[0.22203442648039817,0.22509294629694732,0.22234543794660955,0.22102713040583088,0.2222387278713852]"
