condition,factor,factor_role,layer,is_last_layer,probe_mse,probe_r_squared,delta_contrast_r_squared,baseline,baseline_mse,baseline_r_squared,delta_r_squared,delta_r_squared_ci_low,delta_r_squared_ci_high,mse_improvement,mse_improvement_ci_low,mse_improvement_ci_high,ci_reason,delta_r_squared_ci_reason,n_test_episodes,n_bootstrap_resamples
token_guess,factor_1,guessed,layer_1,False,0.008163991142445332,0.8635454701336678,0.2140145106587289,suffix_8_belief,0.00538397559487433,0.9100111886708477,-0.04646571853717997,-0.05188790293338226,-0.04080907944895401,-0.002780015547571002,-0.003078076530986409,-0.002468916552602297,,,28,200
token_guess,factor_1,guessed,layer_1,False,0.008163991142445332,0.8635454701336678,0.2140145106587289,suffix_16_belief,0.0019074401317701534,0.968118676038775,-0.1045732059051072,-0.11187883909487596,-0.09707739344888501,-0.006256551010675179,-0.006568851827486643,-0.005933971206076635,,,28,200
token_guess,factor_1,guessed,layer_1,False,0.008163991142445332,0.8635454701336678,0.2140145106587289,suffix_32_belief,0.00032130090932179,0.9946297143441047,-0.131084244210437,-0.14046015238360854,-0.12119052186440227,-0.007842690233123542,-0.008227727830170317,-0.007432690961427164,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,train_mean,0.06001645387783665,-0.0031266393181843544,0.8773412631648075,0.8740072746520106,0.8831050895561507,0.05249079168273575,0.050489518324318125,0.05424034654741335,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,ntp,0.007756057236245682,0.8703637564859894,0.0038508673606337815,-2.1427356707212762e-05,0.008302954279556617,0.00023039504114478592,-1.2936385712802017e-06,0.0004896209012333311,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,log_ntp,0.007200115640416802,0.8796558720417696,-0.005441248195146451,-0.009400164195017994,-0.0012714058204245674,-0.00032554655468409414,-0.0005650077652451195,-7.319054310840921e-05,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,joint_ntp,0.0077545795131587665,0.870388455435998,0.0038261684106252083,-5.31377145010365e-05,0.008290622347217988,0.00022891731805787033,-3.2227246741350005e-06,0.0004894798043576194,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,log_joint_ntp,0.008181221159109887,0.863257484296529,0.010957139550094227,0.0073778445018369216,0.015334955890960643,0.0006555589640089912,0.0004479661419340965,0.0008819727412118115,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,policy_probabilities,0.053723299374463976,0.10205836445641525,0.772156259390208,0.7514929400956987,0.8020499870084964,0.04619763717936308,0.043511488317793674,0.04910974270569678,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,centered_log_policy,0.028041882116540677,0.5313025487147276,0.34291207513189564,0.3339654021344252,0.3522666417777062,0.02051621992143978,0.019769206980879563,0.021198897798176398,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_0_belief,0.06001645387783665,-0.0031266393181843544,0.8773412631648075,0.8740072746520103,0.8831050895561507,0.05249079168273575,0.05048951832431812,0.05424034654741335,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_1_belief,0.03701866201850611,0.38126291003019364,0.4929517138164295,0.48550447734422697,0.4995089823240857,0.02949299982340521,0.02820333505047,0.03053173377429259,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_2_belief,0.023411716545103014,0.6086920332487052,0.265522590597918,0.2593707007804346,0.2710901611324802,0.015886054350002118,0.015210676081302282,0.01640085747409262,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_4_belief,0.011676593497499305,0.8048351537451207,0.06937947010150247,0.06552977580138926,0.07367653307301798,0.0041509313023984085,0.003994464528001957,0.0043307430092841505,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_8_belief,0.00538397559487433,0.9100111886708477,-0.03579656482422455,-0.039531935524477244,-0.032111874098326394,-0.0021416866002265658,-0.0023487325847554885,-0.0019253138892905567,,,28,200
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_16_belief,0.0019074401317701534,0.968118676038775,-0.09390405219215178,-0.10037947215141506,-0.08868387315862479,-0.0056182220633307425,-0.005866859369056349,-0.005339104169426813,,,28,200
